Company	Sector	Stage	Amount	Location	About	Funding Year
Nivesh	FinTech	Other Stages	1600000.0	Noida	Nivesh.com is a mass market mutual funds investment platform.	2021
Thingsup	IoT platform	Seed	1000000.0	Pune	Thingsup is an Enterprise Grade IoT Platform.	2021
Arthya Wealth and Investments	FinTech	Other Stages	1000000.0	Mumbai	A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.	2021
Zepto	E-commerce	Series A	60000000.0	Mumbai	Grocery delivery startup	2021
Fi	Financial Services	Mid Stage	50000000.0	Bengaluru	Fi is a neo bank.	2021
Kiko Live	Commerce	Other Stages	1000000.0	Gurugram	Video-based social commerce startup	2021
TurboHire	Computer Software	Seed	3500000.0	Hyderabad	Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking	2021
The Hosteller	Hospitality	Other Stages	1000000.0	Mumbai	Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.	2021
SatSure	Defense & Space	Seed	3500000.0	Bengaluru	SatSure is an innovative decision analytics company	2021
Ruptok Fintech	Financial Services	Other Stages	2000000.0	Delhi	Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .	2021
VilCart	Retail	Seed	2000000.0	Bengaluru	Vilcart's motto is sustainable rural development through stability for rural retailers.	2021
Dogsee Chew	Food & Beverages	Other Stages	7000000.0	Bengaluru	100% Natural Dog Treats.	2021
Advantage Club	HR Tech	Seed	3300000.0	Gurugram	Advantage Club is India's largest employee engagement platform.	2021
TRDR	Financial Services	Seed	150000.0	Bengaluru	TRDR is an all-new approach to investing.	2021
Zoomcar	Mobility	Seed	92000000.0	Bengaluru	Zoomcar holds the distinction of being India’s first personal mobility platform	2021
Leap India	Logistics & Supply Chain	Seed	10000000.0	Mumbai	"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company."	2021
SuperBottoms	Consumer Goods	Seed	400000.0	Mumbai	SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.	2021
Cora Health	Health, Wellness & Fitness	Early Stage	600000.0	Bengaluru	Social commerce marketplace for everyday health and wellness.	2021
Battery Smart	Renewables & Environment	Other Stages	7000000.0	Delhi	Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries	2021
The Good Glamm Group	Information Technology & Services	Late Stage	150000000.0	Pune	South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.	2021
Mosaic Wellness	Health, Wellness & Fitness	Mid Stage	24000000.0	Mumbai	A platform of digital first health clinics for men and women	2021
CloudFiles	SaaS startup	Early Stage	300000.0	Bengaluru	Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.	2021
The Viral Fever	Entertainment	FinTech	2000000.0	Mumbai	India's leading digital entertainment network.	2021
Xpand	Retail	Other Stages	1500000.0	Delhi	LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.	2021
Troo Good	E-commerce	Mid Stage	7000000.0	Hyderabad	An FMCG company selling nutritious products at an affordable price points.	2021
Prodo	Business Supplies & Equipment	Early Stage	300000.0	Delhi	Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.	2021
Unnati	FinTech	Mid Stage	7000000.0	Noida	Fintech powered digital agri ecosystem	2021
Lysto	NFT	Early Stage	3000000.0	Bengaluru	Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.	2021
Wakefit	Furniture	Mid Stage	20000000.0	Bengaluru	A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.	2021
Buyofuel	Oil & Energy	Early Stage	100000.0	Coimbatore	Green Fuels Marketplace	2021
ElectricPe	EV	Early Stage	3000000.0	Bengaluru	India's largest Electric Vehicle Charging Platform	2021
Vayana Network	Financial Services	Mid Stage	30000000.0	Pune	Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.	2021
Valuationary	E-learning	Early Stage	100000.0	Surat	EdTech platform upskilling candidates to bag deserving finance job roles.	2021
Knocksense	Online Media	Seed	150000.0	Lucknow	Knocksense is a local news and recommendations platform.	2021
Petpooja	Information Technology & Services	Series B	4500000.0	Ahmedabad	Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.	2021
Wingreens Farms	Food & Beverages	Series C	17000000.0	Gurugram	Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.	2021
Doola	Company-as-a-Service	Seed	3000000.0	New York	The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business	2021
EyeMyEye	Eyewear	Other Stages	2000000.0	Gurugram	Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.	2021
Bombay Hemp Company	Textiles	Seed	2000000.0	Mumbai	BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act	2021
DGV	Information Technology & Services	Other Stages	3000000.0	Bengaluru	NeoBanking for Bharat	2021
GuardianLink	Information Technology & Services	Mid Stage	12000000.0	Chennai	Building tech infrastructure to help NFT commerce go mainstream	2021
Clinikk	Hospital & Health Care	Other Stages	4000000.0	Bengaluru	Transforming health insurance by building India's first managed care model	2021
Toplyne	Computer Software	Information Technology & Services	2500000.0	Bengaluru	Toplyne helps sales teams at product-led companies convert their freemium users!	2021
Mensa	D2C	Mid Stage	135000000.0	Bengaluru	Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.	2021
GENLEAP	Professional Training & Coaching	Early Stage	8000000.0	Haryana	GenLeap is India’s first self-discovery and career lifecycle management platform.	2021
Planys	Maritime	Other Stages	1600000.0	Chennai	Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.	2021
Wonderchef	Consumer Goods	FinTech	20000000.0	Mumbai	Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.	2021
GoKwik	Information Technology & Services	Mid Stage	15000000.0	Delhi	GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.	2021
Velocity	Financial Services	Mid Stage	20000000.0	Bengaluru	Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.	2021
SalaryBox	Financial Services	Early Stage	4000000.0	Gurugram	SalaryBox is solution that makes employee management effortless.	2021
Boingg	Furniture	Early Stage	200000.0	Gurugram	D2C furniture brand	2021
Better Capital	Venture Capital & Private Equity	Seed	15000000.0	Santra	Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak	2021
Tickertape	Financial Services	Seed	5000000.0	Bengaluru	Tickertape provides data, information & content for Indian stocks, ETFs & indices	2021
Zenpay Solutions	Financial Services	Seed	3500000.0	Delhi	India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.	2021
Disprz	E-learning	Mid Stage	13000000.0	Mumbai	An AI-powered right skilling suite that helps enterprises unlock business potential.	2021
Arbo Works	Computer Software	Seed	3500000.0	Mountain View, CA	Finance technology	2021
Inzpira	E-learning	Early Stage	300000.0	Trivandrum	Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.	2021
Defy	Financial Services	Seed	5500000.0	Bengaluru	Building India's first social crypto exchange	2021
Mindhouse	Health, Wellness & Fitness	Early Stage	6000000.0	Gurugram	Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.	2021
Homversity	Housing Marketplace	Seed	155000.0	Ahmedabad	Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.	2021
Toppersnotes	Education Management	Early Stage	1000000.0	Jaipur	Toppersnotes is an edtech company, primarily operating in the test preparation industry.	2021
NoBroker.com	Real Estate	Late Stage	2100000.0	Bengaluru	NoBroker is a disruptive force in the Real Estate Industry.	2021
Haber	Industrial Automation	Mid Stage	20000000.0	Pune	Real-time, automated insights to increase plant efficiency	2021
True Balance	Financial Services	Seed	30000000.0	Gurugram	Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.	2021
Recordent	Financial Services	Seed	400000.0	Hyderabad	Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit	2021
Koparo	Consumer Goods	Early Stage	700000.0	Delhi	Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.	2021
Indifi	Financial Services	Seed	40000000.0	Gurugram	Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.	2021
Settl	Real Estate	Early Stage	500000.0	Bengaluru	Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.	2021
Park+	Tech startup	Mid Stage	25000000.0	Delhi	Building an eco-system for car owners which will be a one-stop solution for all their needs.	2021
Simple Energy	Automotive	Other Stages	21000000.0	Bengaluru	A Research and development driven company on a mission to build the future of mobility that is electric and connected.	2021
Dream Sports	Sports	Series D	840000000.0	Mumbai	Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform	2021
Spinny	Automotive	Late Stage	248000000.0	Gurugram	Spinny is a new age used car end-to-end platform in India.	2021
Rentomojo	Furniture Rental	Series A	10000000.0	Bengaluru	Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.	2021
Slice	Financial Services	Series A	220000000.0	Bengaluru	Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards	2021
21K School	E-learning	Other Stages	5000000.0	Bengaluru	21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.	2021
Adda247	E-learning	Mid Stage	20000000.0	Gurugram	The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams	2021
Loop Health	Hospital & Health Care	Seed	12000000.0	Pune	India's first health insurance with unlimited primary care for employees.	2021
Rupifi	Financial Services	Other Stages	1000000.0	Bengaluru	Embedded Lending for Small Businesses	2021
RENEE Cosmetics	Cosmetics	Other Stages	1500000.0	Ahmedabad	RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.	2021
Svish	Consumer Goods	Early Stage	400000.0	Gurugram	D2C personal hygiene startup	2021
